"Name";"n_Bewertungen";"Preiskat";"Adresse";"Stadtteil";"Kat1";"Kat2";"Kat3";"Kat4";"lat";"long"
"Der Fischladen";117;"€€";"Schönhauser Allee 128";"Prenzlauer Berg";"Fischrestaurant";"Fischgeschäft";"Fish & Chips";NA;52.5460225;13.4120866
"Da Lucia";15;"€€";"Welserstr. 25";"Schöneberg";"Italienisch";NA;NA;NA;52.4989;13.3419
"Esra";24;"€";"Rosa-Luxemburg-Str. 5";"Mitte";"Arabisch";NA;NA;NA;52.523637;13.409156
"Blackbeards";26;"€€";"Pappelallee 55";"Prenzlauer Berg";"BBQ & Barbecue";NA;NA;NA;52.5468921;13.418295
"Auf der Suche nach dem verlorenen Glück";74;"€";"Nazarethkirchstr. 43";"Wedding";"Frühstück & Brunch";"Vegetarisch";"Café";NA;52.5491374;13.3611241
"Café Bondi";109;"€€";"Eichendorffstr. 6";"Mitte";"Frühstück & Brunch";"Café";NA;NA;52.5302921;13.387681
"Nah am Wasser";2;NA;"Knesebeckstr. 76";"Charlottenburg";"Café";"Frühstück & Brunch";NA;NA;52.5040213;13.3225094
"FACTORY GIRL";265;"€€";"Auguststr. 29C";"Mitte";"Frühstück & Brunch";"Café";"Desserts";NA;52.5272762;13.3987744
"House of Small Wonder";173;"€€";"Johannisstr. 20";"Mitte";"Frühstück & Brunch";"Cocktailbar";"Japanisch";NA;52.52471;13.38885
"Cafe Albrecht";9;"€";"Reinhardtstr. 23";"Mitte";"Bäckerei";"Coffee Shop";"Frühstück & Brunch";NA;52.5230595;13.3836778
"Coffee Roasters Berlin";1;NA;"Unter den Linden 28a";"Mitte";"Kaffeerösterei";"Frühstück & Brunch";"Café";NA;52.5175597;13.3878179
"A Never Ever Ending Love Story";52;"€€";"Bleibtreustr. 5";"Charlottenburg";"Frühstück & Brunch";NA;NA;NA;52.5063461;13.3198725
"Benedict";133;"€€";"Uhlandstr. 49";"Wilmersdorf";"Frühstück & Brunch";"International";NA;NA;52.4969131;13.3238514
"Berliner Pfannkuchen";2;NA;"Sophienstr. 30 - 31";"Mitte";"Café";"Pancakes & Pfannkuchen";NA;NA;52.52668;13.39956
"Tinman";3;NA;"Alte Schönhauser Str. 2";"Mitte";"Café";"Frühstück & Brunch";"Sandwich & Croque";NA;52.528586;13.4091013
"Café Krone";95;"€€";"Oderberger Str. 38";"Prenzlauer Berg";"Café";"Frühstück & Brunch";"Sandwich & Croque";NA;52.539694;13.4060184
"Restaurant Bastard";166;"€€";"Reichenberger Str. 122";"Kreuzberg";"International";"Frühstück & Brunch";"Café";NA;52.4953422;13.431882
"Yildiz Cafe Gözleme Frühstücksparadies";23;"€";"Müllerstr. 133a";"Wedding";"Frühstück & Brunch";"Türkisch";NA;NA;52.5512581;13.3500139
"Kaffee Karamell";22;"€";"Voigtstr. 9";"Friedrichshain";"Frühstück & Brunch";"Coffee Shop";NA;NA;52.5164807;13.4686158
"Steel Vintage Bikes Café";72;"€€";"Wilhelmstr. 91";"Mitte";"Café";"Fahrrad & E-Bike";"Frühstück & Brunch";NA;52.5126941;13.3822101
"Schönes Café";55;"€€";"Dieffenbachstr. 54";"Kreuzberg";"Frühstück & Brunch";"Café";NA;NA;52.49246;13.4179501
"The MyMoon";4;NA;"Alt-Reinickendorf 3";"Reinickendorf";"Frühstück & Brunch";"Steakhouse";"Fast Food";NA;52.5744685;13.3586526
"Fatma & Frieda";22;"€€";"Reuterstr. 75";"Neukölln";"Café";"Frühstück & Brunch";NA;NA;52.4851185;13.4285935
"Hof-Café";1;NA;"Oranienburger Str. 203";"Reinickendorf";"Deutsch";"Frühstück & Brunch";NA;NA;52.5939171;13.3329513
"Kaffee Käthe";22;"€";"Kollwitzstr. 38";"Prenzlauer Berg";"Café";"Frühstück & Brunch";NA;NA;52.5337393;13.4154784
"Café Einstein Stammhaus";192;"€€€";"Kurfürstenstr. 58";"Tiergarten";"Café";"Österreichisch";"Frühstück & Brunch";NA;52.5020558;13.3546886
"Ostfee";49;"€";"Oderberger Str. 39";"Prenzlauer Berg";"Frühstück & Brunch";"Café";"Waffeln";NA;52.5396209;13.4062847
"Café Dritter Raum";73;"€";"Hertzbergstr. 14";"Neukölln";"Frühstück & Brunch";"Café";NA;NA;52.477138;13.4481041
"bRICK";21;NA;"Lenaustr. 1";"Reuterkiez";"Frühstück & Brunch";"Café";"Sandwich & Croque";NA;52.48989;13.42473
"Mirage Bistrot";3;NA;"Reinickendorfer Str. 110";"Wedding";"Französisch";"Frühstück & Brunch";"Mediterran";NA;52.5451948;13.3699057
"Stilbruch Kaffee";1;NA;"Revaler Str 9";"Friedrichshain";"Frühstück & Brunch";"Café";NA;NA;52.5083144;13.4534659
"honiggelb";2;NA;"Turmstr. 10";"Tiergarten";"Café";"Frühstück & Brunch";"Bagels";NA;52.526619;13.351328
"Café Butter";106;"€€";"Pappelallee 73";"Prenzlauer Berg";"Frühstück & Brunch";"Café";NA;NA;52.54396;13.41506
"Yuna";2;NA;"Oranienburger Str. 22";"Mitte";"Bar";"Frühstück & Brunch";"Café";NA;52.52435;13.39617
"Aller & Liebst";12;"€€";"Knesebeckstr. 54";"Charlottenburg";"Café";"Konditorei";"Frühstück & Brunch";NA;52.5002;13.32194
"My Goodness";5;NA;"Brunnenstr. 24";"Mitte";"Smoothies & Saftbar";"Frühstück & Brunch";NA;NA;52.5335302;13.3988929
"Latrio";14;"€";"Monbijouplatz 4";"Mitte";"Café";"Frühstück & Brunch";NA;NA;52.5233413;13.3990769
"Toast Brothers";3;NA;"Kantstr. 109";"Charlottenburg";"Frühstück & Brunch";NA;NA;NA;52.5065498;13.3054422
"vonLuck";7;"€";"Von-Luck-Str. 27";"Zehlendorf";"Bäckerei";"Café";"Frühstück & Brunch";NA;52.4307751;13.206623
"Homemade";47;"€";"Simon-Dach-Str. 10";"Friedrichshain";"Café";"Frühstück & Brunch";NA;NA;52.5108776;13.4563238
"Kranbar";8;"€";"Wilhelminenhofstr. 80";"Köpenick";"Café";"Frühstück & Brunch";NA;NA;52.4607516;13.5198666
"Engels-Brunch";24;"€€";"Mahlerstr. 5";"Weißensee";"Deutsch";"Frühstück & Brunch";NA;NA;52.5483452;13.4532166
"Simit Haus";3;NA;"Alt Rudow 19";"Neukölln";"Frühstück & Brunch";"Café";NA;NA;52.4206056;13.4922054
"Zuckerstück";50;"€€";"Schivelbeiner Str. 7";"Prenzlauer Berg";"Konditorei";"Frühstück & Brunch";NA;NA;52.5512405;13.4117574
"The Last Morning On Earth";2;NA;"Karl-Marx-Str. 55";"Neukölln";"Frühstück & Brunch";"Pop Up Restaurant";NA;NA;52.4832272;13.4318554
"Lola Was Here";14;"€";"Seelower Str. 8";"Prenzlauer Berg";"Café";"Frühstück & Brunch";NA;NA;52.5518544;13.4108499
"Röstwerk Kaffeerösterei";24;"€€";"Seelingstr. 32";"Charlottenburg";"Café";"Kaffeerösterei";"Frühstück & Brunch";NA;52.515595;13.291933
"Sonnendeck";12;NA;"Edisonstr. 63";"Köpenick";"Café";"Frühstück & Brunch";NA;NA;52.4623234;13.5136326
"THE REED";8;NA;"Karl-Liebknecht-Str. 13";"Mitte";"Frühstück & Brunch";"Veranstaltungsort";NA;NA;52.5224943;13.4074279
"Cafe Ribo";5;"€";"Ackerstr. 157";"Mitte";"Frühstück & Brunch";"Café";NA;NA;52.5308947;13.3965375
"Victoria’s Café";1;NA;"Auguste-Viktoria-Allee 81";"Reinickendorf";"Café";"Frühstück & Brunch";NA;NA;52.57022;13.3211201
"Tomasa Landhaus";18;"€€";"Waidmannsluster Damm 77";"Reinickendorf";"Frühstück & Brunch";"International";NA;NA;52.6006659;13.3027949
"Tilda Cafe";2;NA;"Raumerstr. 7";"Prenzlauer Berg";"Café";"Frühstück & Brunch";NA;NA;52.5430097;13.4176727
"Mundvoll";58;"€€";"Waldemarstr. 48";"Kreuzberg";"International";"Frühstück & Brunch";"Café";NA;52.5030617;13.4208685
"Meet me by the Baobab tree";2;NA;"Soldiner Str. 41";"Wedding";"Café";"Frühstück & Brunch";NA;NA;52.5602536;13.3813398
"La Femme";7;"€";"Chausseestr. 101";"Mitte";"Café";"Türkisch";"Frühstück & Brunch";NA;52.5323555;13.380509
"KaWi Café";3;NA;"Wandlitzstr. 1 - 3";"Lichtenberg";"Café";"Frühstück & Brunch";NA;NA;52.4803042;13.5245543
"Blankenburg Kaffeehaus";3;"€";"Alt-Blankenburg 44";"Weißensee";"Frühstück & Brunch";NA;NA;NA;52.59153;13.44554
"Berlin_Theke";25;"€";"Oranienburger Str. 51";"Mitte";"Salat";"Suppe & Eintopf";"Frühstück & Brunch";NA;52.5260479;13.3879598
"Ben’s Café";0;NA;"Wolfener Str. 32 - 34";"Marzahn";"Café";"Frühstück & Brunch";NA;NA;52.5598954;13.5527066
"Okay Café";22;"€";"Pflügerstr. 68";"Reuterkiez";"Café";"Frühstück & Brunch";NA;NA;52.491582;13.4286029
"Café Bistro Shaniu";1;NA;"Pariser Str. 56";"Wilmersdorf";"Chinesisch";"Frühstück & Brunch";NA;NA;52.4962325;13.3272262
"Café Mütlich";34;"€";"Leberstr. 8";"Schöneberg";"Café";"Frühstück & Brunch";NA;NA;52.4853333;13.3612615
"Wayne’s Coffee";1;NA;"Georgenstr. 14 - 18";"Mitte";"Café";"Frühstück & Brunch";NA;NA;52.5200738;13.3872602
"Guten Morgen Franz";8;NA;"Am Weidendamm 1a";"Mitte";"Café";"Frühstück & Brunch";NA;NA;52.5216892;13.3889526
"Café GeSchmacKsachE";3;"€€";"Motzstr. 34";"Schöneberg";"Café";"Bar";"Frühstück & Brunch";NA;52.4975281;13.3468194
"Alsancak Simit Sarayi";3;NA;"Blücherstr. 9";"Kreuzberg";"Frühstück & Brunch";"Türkisch";NA;NA;52.4958936;13.3956719
"Cafe Morgenstern";0;NA;"Kohlfurter Str. 13";"Kreuzberg";"Café";"Bäckerei";"Frühstück & Brunch";NA;52.49759;13.41598
"Hofcafe Bei Mutter Fourage";42;"€€";"Chausseestr. 15a";"Zehlendorf";"Café";"Frühstück & Brunch";NA;NA;52.5295285;13.3848003
"Daily Day";2;NA;"Belziger Str. 21";"Schöneberg";"Café";"Frühstück & Brunch";"Suppe & Eintopf";NA;52.4869837;13.3543785
"Flamingo Fresh Food Bar";70;"€€";"Neustädtische Kirchstr. 8";"Mitte";"Café";"Frühstück & Brunch";"Sandwich & Croque";NA;52.5194237;13.3855602
"Café Stil";1;NA;"Prinzessinnenstr. 2";"Tempelhof";"Frühstück & Brunch";NA;NA;NA;52.5020742;13.4138421
"Kochmütze";1;NA;"Landsberger Allee 320";"Lichtenberg";"International";"Frühstück & Brunch";NA;NA;52.5330595;13.5062595
"Bey Simit Haus";22;"€";"Bismarckstr. 66";"Charlottenburg";"Coffee Shop";"Türkisch";"Frühstück & Brunch";NA;52.5113758;13.2983063
"BAK - Breakfast House";3;NA;"Badstr. 8a";"Wedding";"Frühstück & Brunch";"Bäckerei";"Café";NA;52.5498971;13.3863691
"Feuerbach";106;"€€";"Schöneberger Str. 14";"Steglitz";"Café";"Frühstück & Brunch";NA;NA;52.4645909;13.3296261
"Grünes Frühstückscafe";2;NA;"Hermann-Hesse-Str. 12";"Pankow";"Café";"Frühstück & Brunch";NA;NA;52.5806704;13.4012692
"Frau Honig";48;"€€";"Straßmannstr. 1";"Friedrichshain";"Frühstück & Brunch";"Café";NA;NA;52.5216267;13.4467766
"Belle Alliance";16;"€€";"Mehringdamm 56";"Kreuzberg";"Café";"Frühstück & Brunch";"Weinbar";NA;52.4914838;13.3865303
"Schwarzes Café";346;"€€";"Kantstr. 148";"Charlottenburg";"Frühstück & Brunch";"Café";NA;NA;52.5054901;13.3243443
"Tempo-Box";143;"€€";"Simon-Dach-Str. 15";"Friedrichshain";"International";"Frühstück & Brunch";"Bar";NA;52.50986;13.4558701
"Yellow";2;NA;"John-Locke Str. 21";"Tempelhof";"Café";"Frühstück & Brunch";"Bäckerei";NA;52.3916385;13.4020943
"Sugarclan Berliner";1;NA;"Grünberger Str. 85";"Friedrichshain";"Desserts";"Donuts";"Pancakes & Pfannkuchen";NA;52.5111493;13.461799
"Il Buco di Heidi";15;"€€";"Schönhauser Allee 177a";"Prenzlauer Berg";"Café";"Frühstück & Brunch";"Sandwich & Croque";NA;52.5313228;13.4116342
"Enjoy Berlin";2;NA;"Meinekestr. 25";"Charlottenburg";"Café";"Frühstück & Brunch";"Waffeln";NA;52.5023814;13.3294329
"Friedas Glück";6;"€€";"Lindenallee 55";"Weißensee";"Café";"Desserts";"Frühstück & Brunch";NA;52.5495719;13.4628381
"Lehrter Cafe";2;"€";"Lehrter Str. 48B";"Tiergarten";"Café";"Frühstück & Brunch";NA;NA;52.53524;13.35774
"Die Stulle";79;"€€";"Carmerstr. 10";"Charlottenburg";"Café";"Frühstück & Brunch";NA;NA;52.5066397;13.3238402
"Chipps";209;"€€";"Jägerstr. 35";"Mitte";"International";"Frühstück & Brunch";NA;NA;52.5143007;13.397416
"Hallesches Haus";32;"€€";"Tempelhofer Ufer 1";"Kreuzberg";"Wohnaccessoires";"Frühstück & Brunch";"Café";NA;52.4972426;13.3902805
"spreegold";165;"€€";"Rosa-Luxemburg-Str. 2";"Mitte";"Salat";"Frühstück & Brunch";"Café";NA;52.5231703;13.4092207
"Cafe Tuna";7;"€€";"Chausseestr. 17";"Mitte";"Bäckerei";"Frühstück & Brunch";"Café";NA;52.5300558;13.3842739
"Stück vom Glück";28;"€€";"Wilhelm-Kuhr-Str. 2";"Pankow";"Café";"Frühstück & Brunch";"Bagels";NA;52.569465;13.4000194
"Suicide Sue";96;"€€";"Dunckerstr. 2";"Prenzlauer Berg";"Café";"Frühstück & Brunch";"Sandwich & Croque";NA;52.5406634;13.4193018
"Walhalla";70;"€€";"Krefelder Str. 6";"Tiergarten";"International";"Frühstück & Brunch";NA;NA;52.5242599;13.3393541
"Café au lait";54;"€€";"Kantstr. 110";"Charlottenburg";"Café";"Frühstück & Brunch";"Cocktailbar";NA;52.506293;13.3056484
"Breadleys";5;"€€";"Clayallee 225";"Zehlendorf";"Café";"Frühstück & Brunch";NA;NA;52.4485579;13.2688727
"Café Linnen";11;"€€";"Eberswalder Str. 35";"Prenzlauer Berg";"Café";"Bar";"Frühstück & Brunch";NA;52.5415098;13.4090335
"Café La Mouche";29;"€€";"Charlottenburger Ufer 1";"Charlottenburg";"Café";"Frühstück & Brunch";"Sandwich & Croque";NA;52.5211345;13.3011933
"Omelegg";3;NA;"Winsstr. 53";"Prenzlauer Berg";"Frühstück & Brunch";NA;NA;NA;52.5347581;13.4258536
"NEUMOND";8;NA;"Borsigstr. 28";"Mitte";"Modern-Europäisch";"Frühstück & Brunch";NA;NA;52.5294207;13.3896068
"Haferkater";7;NA;"Eberswalder Str. 26";"Prenzlauer Berg";"Frühstück & Brunch";"Salat";"Coffee Shop";NA;52.5412733;13.4115496
"Schreiner’s";1;NA;"Schreinerstr. 53";"Friedrichshain";"Café";"Frühstück & Brunch";NA;NA;52.5175826;13.4648055
"Street-Food Markt Deli by Buchkantine";79;"€€";"Varian-Fry Straße 1";"Tiergarten";"Buchhandlung";"Café";"Frühstück & Brunch";NA;52.5092128;13.3746806
"Cafe Traum";2;"€€";"Hauptstr. 69";"Schöneberg";"Café";"Frühstück & Brunch";NA;NA;52.4758551;13.3401021
"Milchmanns";29;"€€";"Berliner Str. 119";"Pankow";"Café";"Frühstück & Brunch";NA;NA;52.5682053;13.4126306
"Milja & Schäfa";41;"€€";"Sonntagstr. 1";"Friedrichshain";"Cocktailbar";"Frühstück & Brunch";"International";NA;52.5045654;13.468096
"Buon café S";1;NA;"Poschinger Str. 34";"Steglitz";"Frühstück & Brunch";"Café";NA;NA;52.46283;13.33468
"Diwali";1;NA;"Alt-Köpenick 10A";"Köpenick";"Eventlocation & Tagungsstätte";"Frühstück & Brunch";NA;NA;52.4466864;13.5750954
"Café Anna Blume";361;"€€";"Kollwitzstr. 83";"Prenzlauer Berg";"Frühstück & Brunch";"Café";NA;NA;52.5379339;13.4195054
"Café Klatsch";69;"€€";"Alt-Tempelhof 46";"Tempelhof";"Eventlocation & Tagungsstätte";"Frühstück & Brunch";"Buffet";NA;52.4659214;13.3806665
"Café Morgenland";139;"€€";"Skalitzer Str. 35";"Kreuzberg";"Frühstück & Brunch";"Mediterran";NA;NA;52.4987934;13.4256541
"Simit Evi";25;"€";"Müllerstr. 147";"Wedding";"Frühstück & Brunch";"Café";"Orientalisch";NA;52.5475136;13.3565804
"Zimt & Zucker Wohncafé";29;"€€";"Trautenaustr. 12";"Wilmersdorf";"Desserts";"Coffee Shop";"Frühstück & Brunch";NA;52.492;13.3269601
"Cafe Tiffanys";3;NA;"Tauentzienstraße 9-12";"Wilmersdorf";"Deutsch";"Café";"Frühstück & Brunch";NA;52.5044156;13.3379755
"Steel Vintage Bikes Café";1;NA;"Auguststr. 91";"Mitte";"Pizza";"Frühstück & Brunch";"Café";NA;52.5260419;13.3903986
"hunger & freude";1;NA;"Boxhagener Str. 55";"Friedrichshain";"Café";"Frühstück & Brunch";NA;NA;52.5072813;13.4677193
"Kaffee Strudel";4;"€€";"Konrad-Wolf-Str. 114";"Hohenschönhausen";"Café";"Frühstück & Brunch";NA;NA;52.5441437;13.4930443
"Mokkafee";6;NA;"Bölschestr. 7";"Köpenick";"Café";"Frühstück & Brunch";NA;NA;52.4477506;13.6246956
"Napoljonska";89;"€€";"Kastanienallee 43";"Mitte";"Frühstück & Brunch";"Café";"Vegetarisch";NA;52.5348845;13.4056091
"Blumencafe";87;"€€";"Schönhauser Allee 127a";"Prenzlauer Berg";"Café";"Frühstück & Brunch";NA;NA;52.5462588;13.4126203
"La Tazza";40;"€€";"Hufelandstr. 18";"Prenzlauer Berg";"International";"Frühstück & Brunch";NA;NA;52.5316961;13.4319694
"Meyman Gourmet";14;"€";"Tempelhofer Damm 201";"Tempelhof";"Frühstück & Brunch";"Smoothies & Saftbar";NA;NA;52.4584654;13.3844589
"Dots · Café";17;"€€";"Weserstr. 191";"Reuterkiez";"Café";"Frühstück & Brunch";NA;NA;52.4865449;13.4348168
"Suppe Und Stulle";2;NA;"Konrad-wolf-str.74";"Hohenschönhausen";"Suppe & Eintopf";"Frühstück & Brunch";NA;NA;52.5383573;13.480868
"Lorch & Söhne";15;"€";"Danziger Str. 25";"Prenzlauer Berg";"Bagels";"Frühstück & Brunch";"Café";NA;52.5405685;13.4171799
"Böse Buben Bar";61;"€€";"Marienstr. 18";"Mitte";"Bar";"Café";"Frühstück & Brunch";NA;52.522313;13.383938
"Café Wetterstein";28;"€€";"Alt Tegel 18";"Reinickendorf";"Café";"Frühstück & Brunch";NA;NA;52.5890766;13.2798502
"La Manife";10;"€";"Spandauer Damm 115";"Charlottenburg";"Café";"Frühstück & Brunch";NA;NA;52.5181615;13.2796925
"Hallmann & Klee";19;"€€€";"Böhmische Str. 13";"Neukölln";"Café";"Frühstück & Brunch";NA;NA;52.47369;13.44982
"Ungeheuer";52;"€€";"Emser Str. 23";"Neukölln";"Frühstück & Brunch";"Modern-Europäisch";NA;NA;52.4691357;13.4347713
"The Future Breakfast";4;NA;"Böhmische Str. 46";"Neukölln";"Frühstück & Brunch";NA;NA;NA;52.4737364;13.4490368
"Park-Café";9;"€€";"Rixdorfer Str. 165";"Tempelhof";"Café";"Frühstück & Brunch";NA;NA;52.4409;13.39644
"Cafe Kraft";28;"€€";"Schivelbeiner Str. 23";"Prenzlauer Berg";"Frühstück & Brunch";"Café";NA;NA;52.5511985;13.4040179
"Monkey Mind";1;NA;"Bredowstr. 14";"Tiergarten";"Café";"Vegan";"Frühstück & Brunch";NA;52.5297679;13.3402976
"Funk You";8;NA;"Rosenthaler Str. 23";"Mitte";"Frühstück & Brunch";"Smoothies & Saftbar";"Café";NA;52.5263827;13.403329
"Simitdchi";25;"€";"Adalbertstr. 97";"Kreuzberg";"Frühstück & Brunch";"Café";"Bäckerei";NA;52.49998;13.41783
"Myxa";33;"€€";"Lenaustr. 22";"Reuterkiez";"Café";"Frühstück & Brunch";"Bar";NA;52.4902714;13.4266895
"Maitre Münch";28;"€€";"Giesebrechtstr. 16";"Charlottenburg";"Café";"Frühstück & Brunch";"Konditorei";NA;52.502297;13.309982
"Café Wolkenstein";1;"€€";"Bundesplatz 1";"Wilmersdorf";"Café";"Frühstück & Brunch";"Konditorei";NA;52.480369;13.328067
"Datscha";182;"€€";"Gabriel-Max-Str. 1";"Friedrichshain";"Russisch";"Frühstück & Brunch";"Café";NA;52.509312;13.457973
"Wirtshaus Hasenheide";82;"€";"Hasenheide 18";"Kreuzberg";"Deutsch";"Bayerische Küche";"Frühstück & Brunch";NA;52.4879445;13.419687
"Barfly";35;"€€";"Brüderstr. 47";"Spandau";"Café";"Frühstück & Brunch";NA;NA;52.52417;13.19344
"Bagel Coffee Culture";32;"€€";"Mehringdamm 66";"Kreuzberg";"Bagels";"Coffee Shop";"Frühstück & Brunch";NA;52.4906083;13.3860494
"Café Antoní";6;"€";"Grünstr. 10";"Köpenick";"Café";"Frühstück & Brunch";"Konditorei";NA;52.444835;13.5762085
"TIM’s";13;"€€";"Bebelplatz 1";"Mitte";"Bäckerei";"Konditorei";"Frühstück & Brunch";NA;52.5164081;13.393313
"Coco Liebe";10;"€";"Richardstr. 107";"Neukölln";"Café";"Frühstück & Brunch";NA;NA;52.4780712;13.4396629
"Mokkafee";61;"€€";"Grünstr. 21";"Köpenick";"Frühstück & Brunch";"Café";NA;NA;52.4449818;13.5756768
"Schwarzwaldstuben";175;"€€";"Tucholskystr. 48";"Mitte";"Frühstück & Brunch";"Schwäbisch";"Badisch";NA;52.5277895;13.3928824
"Mira Frühstücksparadies";3;"€";"Hermannstr. 156";"Neukölln";"Frühstück & Brunch";NA;NA;NA;52.46669;13.43214
"Pop-up 66";1;NA;"Oraniendamm 66";"Reinickendorf";"Café";"Frühstück & Brunch";"Bagels";NA;52.607206;13.3241928
"großherz";1;NA;"Metzer Str. 22";"Prenzlauer Berg";"Café";"Frühstück & Brunch";"International";NA;52.53102;13.41868
"Unser Cafe";13;"€";"Dänenstr. 14";"Prenzlauer Berg";"Café";"Frühstück & Brunch";"Bäckerei";NA;52.5501883;13.4083331
"Beverly Hills Cafe";1;"€";"Havelstr. 14";"Spandau";"Café";"Frühstück & Brunch";NA;NA;52.5391843;13.2057036
"home’S";0;NA;"Mariendorfer Damm 97";"Tempelhof";"Café";"Bäckerei";"Frühstück & Brunch";NA;52.4439514;13.3862937
"La Femme";3;NA;"Wilmersdorfer Str. 135";"Charlottenburg";"Türkisch";"Frühstück & Brunch";NA;NA;52.5112339;13.3056179
"Brotkorb";1;"€";"Sonntagstr. 29";"Friedrichshain";"Bäckerei";"Frühstück & Brunch";NA;NA;52.5058528;13.4657693
"Zur Rose";57;"€€";"Weinbergsweg 26";"Mitte";"Deutsch";"Frühstück & Brunch";"Mediterran";NA;52.530457;13.40166
"ama Café";0;NA;"Dorotheenstr. 83";"Mitte";"Café";"Frühstück & Brunch";NA;NA;52.5183219;13.384144
"Alte Meierei";1;"€€€";"Alt-Moabit 99";"Tiergarten";"Deutsch";"Frühstück & Brunch";NA;NA;52.5232422;13.3458326
"Allan’s Breakfast Club And Wine Bar";26;"€€";"Rykestr. 13";"Prenzlauer Berg";"Frühstück & Brunch";"Weinbar";"Australisch";NA;52.5365099;13.4209555
"Schraders";157;"€€";"Malplaquetstr. 16B";"Wedding";"Frühstück & Brunch";"Burger";"Cocktailbar";NA;52.551717;13.35819
"Berliner Rouladenhaus";14;"€€";"Nonnendammallee 83";"Spandau";"Deutsch";"Frühstück & Brunch";NA;NA;52.5364039;13.267731
"Café Savigny";29;"€€";"Grolmanstr. 53";"Charlottenburg";"Café";"International";"Frühstück & Brunch";NA;52.5074948;13.3214413
"Mahlo Brunch Bar";7;NA;"Mahlower Str. 32";"Schillerkiez";"Frühstück & Brunch";NA;NA;NA;52.4798539;13.424835
"No Fire No Glory";127;"€€";"Rykestr. 45";"Prenzlauer Berg";"Coffee Shop";"Frühstück & Brunch";NA;NA;52.5366604;13.4202914
"Cafe-Restaurant Berlin/Mitte";2;NA;"Leipziger Str. 56";"Mitte";"Frühstück & Brunch";"Deutsch";"Sportsbar";NA;52.5113759;13.3981997
"Seidenmatt";0;"€";"Regattastr. 105";"Köpenick";"Café";"Frühstück & Brunch";NA;NA;52.418955;13.5793704
"News Café";1;NA;"Wassergasse 3";"Mitte";"Café";"Frühstück & Brunch";NA;NA;52.5123779;13.4133696
"Tee Tea Thé";62;"€€";"Goltzstr. 2";"Schöneberg";"Teestube";"Frühstück & Brunch";"Teeladen & Kaffeeladen";NA;52.4902975;13.3534415
"Zazza";10;"€";"Schönleinstr. 7b";"Kreuzberg";"Frühstück & Brunch";"Kaffeerösterei";NA;NA;52.4920437;13.4206576
"Café Melanie";38;"€€";"Rheinstr. 43";"Steglitz";"Café";"Cocktailbar";"Frühstück & Brunch";NA;52.4657605;13.329635
"Two Planets";23;"€";"Hermannstr. 230";"Neukölln";"Smoothies & Saftbar";"Café";"Frühstück & Brunch";NA;52.481408;13.425298
"Blueberry Coffees";9;NA;"Uhlandstr. 167";"Charlottenburg";"Coffee Shop";"Frühstück & Brunch";"Smoothies & Saftbar";NA;52.5006687;13.3251604
"Café Bar Central";4;NA;"Brunnenstr. 49";"Mitte";"Bar";"Café";"Frühstück & Brunch";NA;52.5381293;13.3965658
"Sofra";1;"€€";"Klosterstr. 6";"Spandau";"Frühstück & Brunch";"Türkisch";NA;NA;52.5322663;13.1973078
"Britzer Seeterrassen";5;"€€";"Mohriner Allee 145";"Britz";"Deutsch";"Frühstück & Brunch";"Eventlocation & Tagungsstätte";NA;52.43573;13.41559
"Aprilkind";4;NA;"Simon-Dach-Str. 15";"Friedrichshain";"Frühstück & Brunch";NA;NA;NA;52.50986;13.4558701
"Makrönchen Manufaktur";26;"€€";"Apostel-Paulus-Str. 4";"Schöneberg";"Frühstück & Brunch";"Café";"Macaron";NA;52.4885073;13.350005
"Coffee Oase";5;"€€";"Breite Str. 32";"Wilmersdorf";"Café";"Frühstück & Brunch";NA;NA;52.5377462;13.2065022
"Cafe Sidney";6;NA;"Pariser Str. 19";"Wilmersdorf";"Bar";"Frühstück & Brunch";"Deutsch";NA;52.4984818;13.3182274
"Allegretto Gran Caffe";6;"€€";"Anna-Louisa-Karsch-Str. 2";"Mitte";"Café";"Deutsch";"Frühstück & Brunch";NA;52.5206353;13.4018558
"Café Behring";20;"€€";"Behringstr. 6";"Treptow";"Frühstück & Brunch";"Café";NA;NA;52.4666808;13.4897644
